"#","Game","Release date","Price","Score rank(Userscore / Metascore)","Owners","Playtime (Median)","Developer(s)","Publisher(s)"
"1073","DarkEnd","Oct 17, 2014","$1.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Kodots Games","Kodots Games"
"1087","Cobi Treasure Deluxe","May 23, 2014","$2.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Cobra Mobile","Cobra Mobile"
"1142","The Stalin Subway: Red Veil","Oct 24, 2014","$0.89","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Orion Games","ESDigital Games"
"1146","//N.P.P.D. RUSH//- The milk of Ultraviolet","Feb 13, 2014","$3.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Rail Slave Games","KPL"
"1153","Chaos Domain","May 1, 2014","$2.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Holy Warp, Black Wing Foundation","Holy Warp"
"1167","Victim of Xen","May 21, 2014","$9.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Barnes","Barnes"
"1170","Pressured","Jul 18, 2014","$2.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Paul Marrable","Funbox Media Ltd"
"1173","Robotex","Nov 18, 2014","$4.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","YFYX GAMES","My Way Games"
"1180","Commando Jack","Aug 22, 2014","$7.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Colossal Games","KISS ltd"
"1197","Millennium - A New Hope","Apr 25, 2014","$5.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Aldorlea Games","Aldorlea Games"
"1200","Blackbay Asylum","Aug 1, 2014","$19.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","TAD Productions AB","KPL"
"1207","CoH 2 - The Western Front Armies: Oberkommando West","Jun 23, 2014","$12.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Relic Entertainment, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)"
"1228","Platypus II","Aug 15, 2014","$4.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Idigicon","Claymatic Games"
"1237","The Stalin Subway","Sep 19, 2014","$0.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Orion Games","ESDigital Games"
"1239","Realms of the Haunting","Apr 24, 2014","$2.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Gremlin Interactive","Funbox Media Ltd"
"1242","World of Diving","Aug 26, 2014","$1.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Vertigo Games","Vertigo Games"
"1245","Chompy Chomp Chomp","May 16, 2014","$1.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Utopian World of Sandwiches","Utopian World of Sandwiches"
"1263","Shattered Planet","Jul 3, 2014","$14.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Kitfox Games","Kitfox Games"
"1264","QuestRun","Apr 18, 2014","$2.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Cuve Games","Digerati"
"1265","Unearthed: Trail of Ibn Battuta - Episode 1 - Gold Edition","Jan 3, 2014","$4.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Semaphore","Semaphore"
"1271","Jet Gunner","Aug 4, 2014","$0.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Sinclair Strange","Sinclair Strange"
"1285","Uriel's Chasm","Sep 12, 2014","$4.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Rail Slave Games","KPL"
"1288","Super Killer Hornet: Resurrection","Feb 5, 2014","$4.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Flump Studios","Funbox Media Ltd"
"1298","Melissa K. and the Heart of Gold Collector's Edition","Sep 19, 2014","$9.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","SDP Games","KISS ltd"
"1310","Deep Dungeons of Doom","Oct 14, 2014","$4.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Bossa Studios","Bossa Studios"
"1315","Eets Munchies","Mar 11, 2014","$6.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Klei Entertainment","Klei Entertainment"
"1320","Racer 8","Jun 6, 2014","$4.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","30.06 Studios Ltd","KPL"
"1331","Eufloria HD","Oct 14, 2014","$14.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Rudolf Kremers & Alex May, Tuna","Omni Systems"
"1334","Pixel Puzzles: UndeadZ","Jun 6, 2014","$4.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Pixel Puzzles","Pixel Puzzles"
"1336","Frederic: Evil Strikes Back","May 23, 2014","$7.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Forever Entertainment S. A.","Forever Entertainment S. A."
"1338","Crystals of Time","Jun 13, 2014","$0.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","RVL Games, exosyphen studios","exosyphen studios"
"1346","Homebrew - Patent Unknown","Nov 14, 2014","$14.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Copybugpaste","Copybugpaste"
"1348","Depth Hunter 2: Deep Dive","Aug 20, 2014","$17.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Biart Company LLC","Biart Company LLC"
"1352","The Moon Sliver","Oct 28, 2014","$1.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","David Szymanski","David Szymanski"
"1356","Gun Metal","Jan 16, 2014","$2.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Rage Software","Funbox Media Ltd"
"1364","Canyon Capers","Apr 25, 2014","$6.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","CrazyMoo Games","Sunset Sugar Studios"
"1368","Z","Jul 4, 2014","$6.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","TickTock Games","Rebellion"
"1373","Chip","Apr 25, 2014","$4.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Coatsink","Coatsink"
"1375","Terrorhedron Tower Defense","Jul 24, 2014","$1.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Dan Walters","Dan Walters"
"1376","Sanitarium","Oct 29, 2014","$9.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Dotemu, DreamForge Intertainment","Dotemu"
"1379","Batman: Arkham Origins Blackgate - Deluxe Edition","Apr 1, 2014","$19.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Armature Studio, LLC","WB Games"
"1383","Full Mojo Rampage","May 8, 2014","$12.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Over the Top Games","Over The Top Games"
"1386","Contraption Maker","Jul 7, 2014","$4.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Kevin Ryan","Top Meadow"
"1387","CONSORTIUM","Jan 8, 2014","N/A","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Interdimensional Games Inc","Interdimensional Games Inc"
"1390","1954 Alcatraz","Mar 11, 2014","$9.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Daedalic Entertainment, Irresponsible Games","Daedalic Entertainment"
"1394","Influent","Mar 20, 2014","$4.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Rob Howland","Three Flip Studios"
"1395","MXGP - The Official Motocross Videogame","Mar 28, 2014","$0.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Milestone S.r.l.","Plug In Digital, Milestone S.r.l."
"1396","NoLimits 2 Roller Coaster Simulation","Aug 21, 2014","$39.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Ole Lange","Mad Data GmbH & Co. KG"
"1397","Ascension: Deckbuilding Game","Dec 16, 2014","$9.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Playdek, Inc.","Playdek, Inc."
